,launch_angle,launch_speed,estimated_ba_using_speedangle,events
3843,36,69.3,0.653,single
2789,42,97.5,0.06,home_run
4214,35,95.2,0.113,field_out
4395,-17,90.3,0.147,single
2785,28,101.8,0.847,home_run
3556,9,92.2,0.627,single
3066,46,91.2,0.0,field_out
3105,38,90.8,0.06,field_out
130,31,104.3,0.88,home_run
3147,43,74.5,0.153,field_out
492,30,91.0,0.073,double
543,18,97.5,0.367,field_out
581,9,82.6,0.46,field_out
2838,-43,89.8,0.08,grounded_into_double_play
3864,-21,82.9,0.073,field_out
4095,30,92.0,0.087,double
4302,12,88.8,0.813,double
674,17,95.5,0.48,field_out
757,-4,105.1,0.44,field_out
949,23,111.1,1.0,home_run
824,21,77.8,0.88,single
1052,-17,97.4,0.167,field_out
1102,-9,102.8,0.273,field_out
1273,60,66.3,0.007,field_out
1421,35,82.2,0.04,field_out
1422,1,102.4,0.44,field_out
1525,50,100.6,0.0,field_out
1550,5,105.9,0.687,field_out
1540,2,101.7,0.493,field_out
1768,8,62.1,0.16,single
1838,6,78.9,0.313,single
1999,19,93.9,0.42,triple
2172,-6,83.6,0.167,field_out
1799,65,76.7,0.0,field_out
2085,69,80.0,0.0,field_out
2432,7,87.1,0.46,field_out
2816,-21,82.9,0.073,field_out
3157,69,80.0,0.0,field_out
3804,-1,95.5,0.38,single
2557,-17,61.7,0.06,field_out
3440,26,102.1,0.867,double
4040,-8,51.9,0.127,single
4423,23,87.8,0.227,field_out
2294,34,85.9,0.013,field_out
3118,8,106.4,0.66,field_out
3441,-20,97.3,0.127,double
3795,25,94.4,0.227,field_out
4133,29,98.4,0.44,home_run
1157,10,82.7,0.427,field_out
1376,28,108.2,0.993,home_run
1603,29,85.7,0.053,field_out
1696,18,98.2,0.38,field_out
3005,12,79.2,0.493,field_out
3763,35,76.5,0.107,field_out
4186,13,53.6,0.16,field_out
2176,52,86.4,0.007,field_out
2415,14,82.0,0.88,single
2561,33,104.6,0.86,home_run
4159,38,94.7,0.113,field_out
84,38,81.6,0.013,field_out
115,10,89.3,0.64,single
175,-1,101.5,0.42,field_out
2687,-11,92.0,0.147,force_out
3131,69,80.0,0.0,field_out
3666,41,62.6,0.407,single
4061,43,99.0,0.067,field_out
201,2,100.6,0.473,field_out
251,-48,67.9,0.14,field_out
307,-19,95.8,0.18,single
344,26,100.9,0.793,home_run
425,-22,63.2,0.047,field_error
504,-9,81.3,0.107,field_out
3655,-31,87.4,0.107,grounded_into_double_play
3862,-24,77.7,0.08,single
16,32,101.1,0.647,home_run
572,-12,92.6,0.167,field_out
597,4,81.4,0.273,field_out
257,42,101.1,0.113,field_out
371,14,65.1,0.367,field_out
964,42,81.7,0.033,field_out
1075,43,99.7,0.08,field_out
1391,8,89.4,0.513,field_out
1529,-19,95.6,0.18,field_out
874,32,74.6,0.147,field_out
898,11,101.7,0.9,field_out
1814,32,82.0,0.04,field_out
1198,2,93.2,0.3,field_out
1424,3,92.0,0.42,single
1518,1,108.6,0.533,single
1750,39,89.2,0.013,field_out
3037,1,103.5,0.473,field_out
3469,-50,51.4,0.173,field_out
2499,10,103.1,0.82,single
2683,26,92.8,0.2,double
2910,20,79.7,0.88,double
3472,15,77.0,0.707,single
3913,24,87.7,0.147,field_out
4235,47,68.5,0.24,single
2472,53,90.8,0.007,field_out
2972,-11,95.5,0.2,force_out
3206,1,111.2,0.6,single
4167,33,73.3,0.347,field_out
3214,-39,54.2,0.113,grounded_into_double_play
2752,1,100.1,0.54,double
2999,-75,48.4,0.14,field_error
3100,19,92.3,0.413,double
3704,-4,81.4,0.133,single
4066,-36,65.4,0.053,field_out
4253,-5,103.8,0.327,field_out
4393,30,94.5,0.207,double
2335,41,67.0,0.547,single
2529,34,49.7,0.213,field_out
3341,25,97.6,0.413,field_out
4126,11,88.0,0.72,single
47,-22,83.8,0.06,field_out
88,-1,102.1,0.42,single
138,29,101.7,0.813,home_run
80,32,89.8,0.1,field_out
373,17,101.2,0.433,field_out
426,-21,82.9,0.073,grounded_into_double_play
657,-9,84.8,0.14,double
304,40,96.3,0.093,field_out
885,-16,75.6,0.047,field_out
967,44,82.5,0.013,field_out
334,22,92.5,0.207,field_out
490,-31,72.0,0.073,field_out
526,69,80.0,0.0,field_out
1428,7,104.4,0.58,field_out
1528,69,80.0,0.0,field_out
651,23,70.7,0.96,single
770,19,109.5,0.907,field_out
825,9,107.6,0.827,single
1018,12,101.4,0.9,single
1607,27,59.1,0.48,field_out
1707,-5,83.9,0.133,field_out
1427,23,101.7,0.78,double
1504,-2,82.9,0.18,field_out
1520,-13,94.0,0.213,field_out
1924,47,95.4,0.007,field_out
2077,-25,69.7,0.053,single
2369,23,104.4,0.867,home_run
2777,-5,101.3,0.36,field_out
3367,-30,75.0,0.04,field_out
1623,-35,83.8,0.027,field_out
2004,18,111.0,0.887,double
3486,14,80.0,0.767,field_out
3610,21,97.2,0.293,field_out
2842,-9,101.7,0.353,field_out
3218,4,101.2,0.56,field_out
2921,59,86.9,0.033,field_out
3060,0,102.1,0.46,grounded_into_double_play
3246,23,77.9,0.767,single
3696,30,91.1,0.073,field_out
4093,69,80.0,0.0,field_out
131,8,106.9,0.72,single
204,22,100.0,0.58,double
325,5,87.7,0.353,field_out
3069,-47,80.6,0.047,field_out
385,-26,86.9,0.08,field_out
441,35,105.9,0.68,home_run
607,36,91.8,0.06,field_out
2926,7,78.9,0.307,force_out
4414,18,82.7,0.913,single
689,-5,60.4,0.067,field_out
916,-12,104.0,0.3,field_out
3485,-71,79.8,0.247,field_out
3738,-26,89.2,0.08,field_out
3799,26,95.8,0.267,home_run
647,63,62.5,0.007,double
688,-15,89.9,0.153,single
1149,39,100.6,0.233,field_out
1221,44,86.9,0.007,field_out
850,-22,65.5,0.06,grounded_into_double_play
950,-1,73.2,0.1,single
1215,2,110.2,0.607,single
1352,47,96.8,0.007,field_out
1365,22,88.6,0.167,field_out
1555,11,74.9,0.327,field_out
1672,-1,101.4,0.373,single
1876,-17,91.6,0.16,field_out
1434,36,83.8,0.027,field_out
1568,-5,97.3,0.253,field_out
2019,-12,104.0,0.3,field_out
2283,2,105.0,0.5,single
2569,35,89.4,0.047,field_out
2751,39,101.2,0.233,home_run
2811,52,86.1,0.007,field_out
1993,33,101.9,0.707,home_run
2395,16,104.6,0.567,field_out
2617,-21,82.9,0.073,field_out
3062,69,80.0,0.0,field_out
3618,52,87.5,0.013,field_out
3029,37,102.5,0.44,field_out
3289,4,75.3,0.187,field_out
3629,37,75.5,0.133,field_out
3692,23,104.3,0.867,home_run
3674,8,111.7,0.767,single
3983,30,55.7,0.373,field_out
4224,10,104.3,0.813,double
3194,3,96.4,0.467,single
4019,-12,71.0,0.053,field_out
2107,43,63.4,0.333,field_out
2380,13,88.2,0.887,single
2871,-27,87.8,0.073,field_out
2187,16,94.8,0.707,field_out
3953,69,80.0,0.0,field_out
3117,45,84.5,0.007,double_play
3672,8,92.0,0.593,field_out
1698,16,77.7,0.887,single
1735,11,105.1,0.907,single
2140,3,103.9,0.533,single
2259,9,96.1,0.587,single
2805,33,93.3,0.173,field_out
3388,0,90.3,0.253,field_out
3432,-39,87.0,0.053,field_out
3762,28,106.4,0.987,home_run
2501,21,97.9,0.3,field_out
2798,-9,97.7,0.213,field_out
2067,-20,92.0,0.107,field_out
2442,10,76.6,0.247,field_out
1720,52,74.0,0.093,field_out
1772,-4,100.4,0.36,field_out
2256,1,105.7,0.46,double
2398,28,103.0,0.9,home_run
2677,9,90.9,0.6,single
4136,31,101.9,0.767,double
2826,-5,86.2,0.12,field_out
2967,-5,95.0,0.267,single
3354,24,88.2,0.147,field_out
3729,27,95.8,0.26,field_out
4216,23,103.1,0.82,home_run
1552,-24,75.8,0.073,double
1980,6,110.1,0.72,single
2542,14,91.6,0.96,single
2364,30,95.9,0.353,triple
3947,-3,101.3,0.353,single
3456,22,43.1,0.107,field_out
3840,29,94.2,0.207,field_out
815,69,80.0,0.0,field_out
1816,-51,58.3,0.167,field_out
2079,-12,85.0,0.113,field_out
2329,31,91.5,0.087,sac_fly
2566,29,86.6,0.047,double
3149,11,100.4,0.9,single
1304,-47,65.3,0.14,field_out
3329,42,94.1,0.02,field_out
841,10,108.0,0.907,double
933,1,94.9,0.46,single
1040,19,76.5,0.98,single
1175,34,106.3,0.773,home_run
1197,43,103.8,0.273,field_out
1229,15,75.0,0.66,single
1400,20,88.9,0.3,single
1410,21,104.3,0.793,double
1549,-4,98.3,0.38,field_out
1654,-1,106.1,0.413,single
1807,26,97.5,0.4,home_run
2210,8,96.2,0.58,single
2518,69,80.0,0.0,field_out
1898,-32,64.1,0.053,field_out
2657,69,80.0,0.0,field_out
3443,20,89.3,0.3,field_out
3608,-64,42.7,0.213,single
4184,-60,49.6,0.22,single
2372,-14,69.4,0.1,field_out
3546,14,93.3,0.953,double
2448,69,80.0,0.0,field_out
3166,21,71.0,0.953,single
4076,47,89.7,0.007,field_out
2820,57,104.5,0.04,field_out
3435,14,94.6,0.86,single
3750,-20,88.0,0.133,field_out
2274,38,98.5,0.2,home_run
2679,70,90.4,0.027,field_out
3438,-4,81.2,0.133,field_out
3868,30,97.8,0.52,field_out
4354,12,102.1,0.913,double
1864,60,62.4,0.007,field_out
1836,44,93.4,0.013,field_out
2184,3,107.1,0.593,double_play
2745,30,74.4,0.427,single
3741,45,90.9,0.0,field_out
3110,-1,82.2,0.173,field_out
3260,64,48.6,0.007,field_out
39,16,68.7,0.493,field_out
77,3,93.8,0.473,field_out
183,-7,98.3,0.28,field_out
214,18,99.7,0.467,double
1021,32,96.8,0.247,field_out
1173,-8,94.1,0.207,single
1260,3,81.1,0.213,double
1617,11,93.4,0.82,single
248,39,89.2,0.013,field_out
312,13,102.4,0.92,single
327,-27,74.1,0.067,force_out
445,38,87.6,0.02,field_out
2034,-28,97.1,0.147,field_out
2349,40,91.3,0.013,field_out
2582,41,85.6,0.013,field_out
975,3,104.5,0.56,single
1340,69,80.0,0.0,field_out
4099,69,80.0,0.0,field_out
1633,17,98.4,0.52,field_out
1393,62,76.4,0.013,field_out
1559,-1,80.8,0.227,field_error
1614,38,100.0,0.253,field_out
1730,-4,101.6,0.307,single
1825,30,97.8,0.52,home_run
2411,-3,108.1,0.453,single
2217,31,94.3,0.233,field_out
3574,10,95.3,0.673,double
2770,23,96.5,0.38,field_out
3153,-7,82.0,0.187,field_out
3689,32,103.6,0.86,field_out
2893,36,90.7,0.053,field_out
3940,44,78.5,0.053,field_out
2868,3,74.6,0.173,field_out
3044,18,101.1,0.46,double
2985,0,83.4,0.213,field_out
3309,39,100.7,0.233,field_out
4142,46,97.2,0.02,field_out
1724,69,80.0,0.0,field_out
1903,28,68.3,0.953,single
1965,16,74.6,0.8,single
2123,10,104.3,0.813,single
2511,24,101.2,0.687,home_run
3009,-55,67.0,0.213,field_out
3641,27,99.1,0.553,home_run
2996,12,109.7,0.82,double
3191,13,114.4,0.8,single
3403,17,101.5,0.433,double
0,47,75.3,0.113,field_out
17,2,98.8,0.567,field_out
3796,24,80.8,0.34,field_out
3918,-21,82.9,0.073,field_out
4189,2,99.6,0.54,single
2303,24,97.2,0.473,triple
102,-21,82.9,0.073,force_out
313,-15,92.5,0.173,single
3908,69,76.4,0.0,field_out
638,24,97.5,0.473,double
830,-17,95.7,0.187,single
3510,24,104.4,0.887,home_run
3656,16,100.0,0.54,sac_fly
370,3,97.6,0.527,single
907,60,75.8,0.02,field_out
1020,23,90.9,0.2,field_out
1055,81,65.9,0.0,field_out
560,5,84.1,0.34,single
582,24,107.5,1.0,home_run
687,36,95.3,0.12,field_out
1277,48,83.7,0.027,field_out
1648,33,94.3,0.167,field_out
1366,-21,92.5,0.073,single
1597,-14,67.3,0.093,single
1873,69,80.0,0.0,field_out
2024,21,99.6,0.507,field_out
1934,69,80.0,0.0,field_out
2189,10,104.5,0.867,field_out
2743,2,96.1,0.44,single
3272,55,92.5,0.0,field_out
2849,-13,75.2,0.073,field_out
3889,24,97.2,0.473,double
3963,3,74.2,0.16,field_out
4453,47,90.8,0.007,field_out
3189,-21,82.9,0.073,field_out
3416,-17,67.3,0.047,field_out
3783,33,106.8,0.927,home_run
2620,45,90.6,0.0,field_out
3408,14,100.3,0.84,single
3107,21,111.3,0.987,home_run
3759,0,104.8,0.427,single
3853,46,49.6,0.1,field_out
2633,44,83.6,0.007,field_out
3266,25,93.4,0.193,double
3495,-21,82.9,0.073,field_out
4115,-41,85.4,0.053,field_out
2466,-7,105.2,0.313,field_out
3773,79,84.7,0.0,field_out
4361,-25,87.5,0.08,single
75,20,80.5,0.827,field_out
137,33,102.9,0.76,home_run
153,-21,82.9,0.073,field_out
262,39,89.2,0.013,field_out
354,-18,98.1,0.133,single
395,13,87.4,0.853,single
555,-25,83.6,0.06,field_out
684,14,71.9,0.473,field_out
659,-16,77.4,0.04,field_out
795,-42,62.0,0.093,field_out
945,69,80.0,0.0,field_out
1139,72,72.5,0.007,field_out
1019,2,82.8,0.32,field_out
1132,14,106.4,0.693,field_out
1269,49,91.8,0.02,field_out
1353,-5,99.1,0.247,field_out
1503,-7,101.1,0.273,field_out
1437,53,92.3,0.0,field_out
1462,6,90.2,0.553,double
1580,43,97.0,0.027,field_out
1667,2,93.2,0.3,field_out
1701,-1,27.4,0.3,sac_bunt
2032,69,80.0,0.0,field_out
2178,27,100.8,0.793,field_out
2605,22,80.2,0.707,single
3156,-3,79.0,0.153,field_out
2513,-24,90.3,0.147,field_out
2876,25,80.8,0.233,field_out
3305,-63,63.1,0.26,field_out
3561,15,90.0,0.953,triple
4017,-21,82.9,0.073,field_out
4295,79,67.6,0.0,field_out
3269,19,89.7,0.46,field_out
3733,24,85.8,0.153,field_out
3877,30,94.6,0.333,field_out
3509,-13,110.9,0.307,field_out
3757,19,102.6,0.547,double
3851,47,89.1,0.007,field_out
2353,25,91.5,0.167,field_out
3027,-8,67.0,0.04,field_out
3584,4,78.1,0.247,field_out
2449,37,91.5,0.06,field_out
3820,-14,75.8,0.047,field_out
4341,-25,72.9,0.06,field_out
3,19,87.7,0.54,double
6,27,85.8,0.08,field_out
20,-15,102.7,0.287,field_error
3950,29,85.7,0.053,field_out
2837,66,71.8,0.0,field_out
2991,20,100.0,0.42,double
3337,41,91.5,0.007,field_out
45,3,84.6,0.247,force_out
55,16,71.9,0.653,field_out
90,22,89.3,0.167,field_out
3821,-19,94.8,0.173,force_out
2156,-21,82.9,0.073,force_out
3205,18,104.5,0.547,field_out
266,-24,64.6,0.013,grounded_into_double_play
358,2,98.3,0.573,single
449,67,88.4,0.027,field_out
3817,-10,101.8,0.3,grounded_into_double_play
3177,13,109.2,0.72,single
234,-1,88.9,0.253,double
381,29,56.6,0.38,double
675,-43,80.4,0.027,field_out
1043,0,98.0,0.46,single
1117,30,87.5,0.087,field_out
1027,-9,80.5,0.087,grounded_into_double_play
1106,31,95.2,0.3,field_out
1205,48,60.3,0.12,field_out
1257,7,94.1,0.5,single
1340,11,110.4,0.9,single
1446,25,90.6,0.167,double
1903,0,107.9,0.467,field_out
1320,61,92.7,0.0,field_out
2035,67,74.9,0.0,field_out
2153,29,95.6,0.28,field_out
2191,6,85.4,0.38,field_error
2428,-29,81.3,0.033,field_out
1705,-21,82.9,0.073,field_out
4189,-10,80.9,0.093,field_out
2422,-3,75.4,0.113,force_out
2583,-21,82.9,0.073,force_out
2869,39,68.2,0.6,single
3334,16,93.3,0.747,double
2804,51,93.2,0.013,field_out
3375,31,85.1,0.027,field_out
4331,-46,76.7,0.08,single
3112,-35,101.3,0.133,grounded_into_double_play
4156,37,94.4,0.093,field_out
3136,0,86.5,0.307,grounded_into_double_play
3323,18,92.8,0.493,single
3369,26,102.5,0.893,double
3600,50,96.3,0.013,field_out
2881,-21,75.3,0.053,field_out
3129,-1,105.9,0.413,single
3839,1,86.1,0.293,field_out
2283,46,92.7,0.0,field_out
2933,-3,100.6,0.353,single
1799,46,86.5,0.0,field_out
2448,11,111.9,0.86,single
79,38,71.7,0.3,field_out
414,19,68.9,0.8,field_out
2542,-21,81.8,0.073,field_out
2675,20,78.6,0.92,single
2906,9,101.8,0.72,single
3730,24,85.2,0.167,field_out
3972,34,89.9,0.06,field_out
600,37,95.0,0.107,field_out
714,29,95.7,0.28,field_out
125,14,100.4,0.84,single
334,17,103.7,0.56,double
474,21,86.8,0.347,single
630,4,103.2,0.533,single
756,0,66.8,0.093,field_out
957,69,80.0,0.0,field_out
757,24,94.2,0.207,field_out
880,10,80.5,0.42,single
1100,-39,75.2,0.027,field_out
1244,17,99.6,0.5,double
1827,18,103.2,0.513,double
1992,-20,67.9,0.027,field_out
1222,36,97.5,0.2,field_out
1291,10,101.1,0.833,single
1522,40,101.0,0.207,home_run
1593,-45,63.7,0.127,field_out
2053,4,95.0,0.467,field_out
2671,38,106.4,0.587,home_run
1719,-31,78.4,0.04,field_out
1766,20,96.5,0.287,double
1864,1,96.9,0.34,single
2128,25,105.4,0.98,home_run
2249,-20,103.4,0.22,field_out
3005,65,82.4,0.007,field_out
3297,-21,82.9,0.073,field_out
3769,-21,82.9,0.073,field_out
4051,20,99.8,0.42,double
4330,36,108.1,0.807,home_run
2519,-8,77.6,0.107,field_out
4024,-17,90.3,0.147,single
4117,19,97.0,0.387,field_out
1959,35,97.5,0.22,field_out
3362,15,94.9,0.8,double
3427,14,97.7,0.84,single
3548,26,100.2,0.74,home_run
3813,64,81.7,0.007,field_out
2504,24,38.7,0.2,single
3026,80,90.5,0.0,field_out
3998,-1,92.8,0.353,field_out
2186,21,105.4,0.86,home_run
2934,-1,103.4,0.4,single
3588,45,84.4,0.007,field_out
4061,19,89.9,0.46,single
3168,4,107.7,0.6,double_play
4011,28,92.4,0.12,field_out
72,36,96.9,0.227,field_out
344,30,97.2,0.467,home_run
276,5,97.2,0.5,force_out
476,18,97.4,0.367,single
420,-10,80.6,0.093,field_out
458,10,107.5,0.913,single
615,69,80.0,0.0,field_out
692,7,105.1,0.613,field_out
802,14,90.6,0.953,single
965,-21,82.9,0.073,field_out
1273,24,103.2,0.887,triple
791,-18,87.6,0.1,field_out
914,39,100.2,0.2,field_out
936,16,112.0,0.773,field_out
1432,32,85.1,0.027,field_out
1615,5,96.7,0.5,field_out
1742,-15,93.9,0.22,field_out
1525,18,84.5,0.847,field_out
1673,15,97.3,0.773,single
2057,27,72.9,0.693,single
2034,17,69.9,0.673,single
2168,20,90.8,0.367,sac_fly
2339,69,80.0,0.0,field_out
3040,16,92.4,0.753,double
2279,37,78.8,0.027,field_out
3437,35,100.8,0.44,field_out
3791,7,80.9,0.327,field_out
4088,84,65.9,0.0,field_out
3110,43,103.4,0.187,field_out
3254,-4,83.7,0.167,field_out
4031,14,111.7,0.707,double
2957,29,98.5,0.44,field_out
3772,16,104.5,0.633,field_out
1505,25,77.4,0.593,field_out
1860,27,99.7,0.773,home_run
2102,-29,54.8,0.08,grounded_into_double_play
2305,46,71.5,0.247,single
2507,15,97.9,0.693,double
2908,4,104.4,0.533,field_out
200,-6,74.0,0.073,field_out
235,2,97.1,0.507,field_out
3178,-4,75.1,0.093,grounded_into_double_play
4303,19,96.5,0.387,field_out
511,42,98.2,0.073,field_out
581,69,80.0,0.0,field_out
642,21,88.5,0.187,field_out
788,16,92.7,0.747,single
108,-29,84.8,0.047,field_out
187,4,91.7,0.493,single
230,22,93.8,0.2,field_out
315,-41,62.3,0.073,field_out
361,-14,104.5,0.24,single
865,-5,89.7,0.24,field_out
901,32,85.5,0.027,field_out
1005,47,94.8,0.007,field_out
467,-66,51.2,0.173,field_out
505,22,96.5,0.3,field_out
588,42,86.0,0.013,field_out
1201,5,73.3,0.16,force_out
1282,19,69.9,0.847,single
1699,3,75.7,0.207,single
1798,34,97.2,0.26,field_out
929,7,72.3,0.24,field_out
1064,-50,83.7,0.127,field_out
1294,29,70.6,0.78,double
1319,-4,109.5,0.427,single
1486,-15,88.9,0.1,field_error
1529,20,105.7,0.867,double
1548,29,109.2,0.993,home_run
1585,-12,90.0,0.14,field_error
1895,23,85.2,0.247,field_out
2175,-34,61.0,0.047,field_out
1684,43,86.9,0.007,field_out
1716,-21,82.9,0.073,force_out
2610,-33,88.9,0.073,field_out
2898,-43,74.0,0.06,field_out
2221,0,109.3,0.56,single
2327,8,79.1,0.333,field_out
3430,21,91.5,0.253,field_out
3733,-9,61.7,0.053,field_out
4042,-11,81.8,0.087,field_out
2855,-17,97.7,0.18,field_out
3424,-20,95.2,0.16,field_out
4030,-7,90.4,0.307,field_out
3736,19,108.2,0.853,home_run
4301,-20,100.3,0.207,field_out
3822,37,96.4,0.127,home_run
2302,19,110.2,0.907,field_out
2395,-40,88.6,0.073,field_out
3263,-15,37.8,0.293,field_out
3525,-34,67.0,0.06,field_out
3807,-3,101.2,0.353,single
2843,-29,73.8,0.047,field_out
180,69,80.0,0.0,field_out
203,22,105.5,0.96,home_run
308,21,84.6,0.453,single
318,27,94.1,0.233,field_out
3711,24,90.8,0.227,field_out
2700,3,104.5,0.56,single
3317,-21,82.9,0.073,grounded_into_double_play
4256,14,107.6,0.7,single
546,2,77.3,0.227,grounded_into_double_play
594,22,92.2,0.207,field_out
748,-3,68.8,0.093,single
900,-13,91.2,0.18,field_out
930,-14,73.3,0.027,field_out
986,48,96.1,0.0,field_out
109,-21,82.9,0.073,field_out
177,44,86.6,0.007,field_out
473,11,100.1,0.9,single
602,69,80.0,0.0,field_out
1021,-20,79.5,0.033,field_out
1156,-12,83.2,0.107,grounded_into_double_play
1228,22,74.8,0.967,single
815,18,92.5,0.54,field_out
947,-31,83.8,0.053,field_out
1174,32,91.2,0.08,double
1285,30,74.6,0.28,field_out
1513,8,107.2,0.72,field_out
1480,34,100.5,0.46,field_out
1709,13,107.3,0.813,double
2045,58,97.8,0.013,field_out
1784,13,90.1,0.927,single
2126,20,84.8,0.56,single
2198,5,73.4,0.16,field_out
2468,32,95.5,0.24,home_run
2699,37,94.3,0.093,field_out
3101,-34,91.7,0.053,field_out
3479,29,91.9,0.14,field_out
4097,-2,98.2,0.367,field_out
4203,12,86.3,0.8,single
3663,6,74.6,0.187,grounded_into_double_play
3915,-8,102.2,0.393,force_out
4199,35,77.8,0.08,single
2289,88,72.1,0.0,field_out
3257,22,77.3,0.92,field_out
3632,47,80.7,0.02,field_out
2308,41,88.9,0.013,field_out
2445,34,97.0,0.26,field_out
2616,32,94.6,0.267,field_out
2856,7,86.6,0.46,single
3439,26,100.6,0.793,home_run
4044,6,92.2,0.52,single
2083,-13,96.7,0.187,single
2420,25,98.2,0.413,home_run
2870,11,111.2,0.893,triple
3292,2,83.4,0.32,single
3454,10,83.3,0.427,field_out
4075,-21,82.9,0.073,field_out
4248,-13,103.8,0.34,field_out
2082,1,94.8,0.46,single
2332,18,92.3,0.54,field_out
2008,26,73.9,0.693,single
2133,69,80.0,0.0,field_error
2281,60,56.0,0.007,field_out
3809,32,76.2,0.113,field_out
4186,30,79.6,0.093,field_out
3405,-21,82.9,0.073,force_out
633,69,80.0,0.0,field_out
775,5,59.7,0.147,field_out
836,35,97.8,0.287,home_run
868,54,88.8,0.007,field_error
1004,27,77.2,0.373,single
1251,0,105.8,0.44,single
2169,-12,97.4,0.227,grounded_into_double_play
2546,11,89.5,0.753,single
2719,0,95.2,0.367,field_out
1430,-8,111.2,0.48,field_out
1704,-5,90.3,0.24,field_out
3747,34,77.6,0.1,field_out
2237,3,103.3,0.56,single
1617,84,77.8,0.0,field_out
1744,1,99.6,0.54,single
1825,56,94.3,0.0,field_out
2911,26,91.7,0.127,sac_fly
3440,26,76.2,0.533,single
4037,16,99.4,0.633,single
2271,41,89.7,0.007,field_out
2590,8,97.1,0.573,single
3212,4,98.3,0.493,single
3716,26,67.6,0.96,single
3111,17,97.8,0.52,field_out
3908,53,94.9,0.0,field_out
4136,28,106.0,0.987,home_run
3732,-4,79.3,0.147,field_out
3910,9,98.0,0.687,field_out
4155,-40,74.4,0.02,field_out
11,24,88.6,0.147,field_out
25,8,101.0,0.613,field_out
88,52,91.1,0.013,field_out
122,35,72.6,0.267,field_out
188,31,84.4,0.053,field_out
289,40,81.9,0.0,field_out
3304,41,88.1,0.02,field_out
3806,-11,90.2,0.16,field_out
330,54,73.6,0.093,field_out
460,25,70.3,0.947,single
527,24,79.0,0.507,field_out
2666,27,83.5,0.14,field_out
3075,45,89.5,0.0,sac_fly
466,5,101.6,0.56,single
589,-17,84.4,0.053,field_out
769,16,93.0,0.747,single
785,39,89.2,0.013,field_out
797,-20,90.8,0.093,field_out
962,-39,73.5,0.053,field_out
1172,28,97.8,0.54,home_run
1262,38,63.6,0.573,single
1469,43,106.4,0.333,home_run
1501,13,91.7,0.947,single
993,51,82.3,0.013,field_out
1227,-39,52.9,0.107,field_error
1570,69,80.0,0.0,field_out
1622,8,102.4,0.707,single
1723,-21,82.9,0.073,field_out
1759,69,80.0,0.0,field_out
1526,16,104.6,0.567,field_out
1567,26,100.0,0.74,home_run
1663,35,96.1,0.187,field_out
1777,7,77.4,0.293,field_out
1892,47,82.6,0.027,field_out
1960,20,92.4,0.333,field_out
1797,-13,103.1,0.327,field_out
1918,41,96.6,0.047,field_out
1964,52,92.5,0.007,field_out
2490,36,87.0,0.007,field_out
2790,10,82.2,0.487,single
3933,57,72.3,0.053,field_out
2354,35,84.0,0.027,sac_fly
3360,11,105.5,0.92,single
3685,-17,90.3,0.147,single
4045,14,98.5,0.84,field_out
3668,54,92.2,0.0,field_out
3906,24,90.0,0.107,field_out
4289,-11,100.7,0.273,field_out
908,-19,102.2,0.22,field_out
1017,16,69.7,0.533,single
1116,34,98.6,0.373,home_run
1165,0,69.0,0.113,single
1512,-3,100.9,0.353,single
1883,-11,91.0,0.18,double
1988,46,98.1,0.013,field_out
2951,58,81.5,0.047,field_out
4188,6,102.5,0.587,field_out
2555,31,92.8,0.16,field_out
3549,32,77.4,0.067,field_out
3867,8,94.0,0.5,single
2036,-11,82.4,0.087,field_out
2544,3,88.1,0.347,single
2986,61,92.8,0.0,field_out
3288,4,97.1,0.527,single
1670,16,102.5,0.573,triple
1995,-23,90.8,0.153,field_out
2092,20,94.5,0.227,double
2211,69,80.0,0.0,field_out
141,-2,73.4,0.113,field_out
173,39,90.2,0.02,field_out
231,69,80.0,0.0,field_out
2771,17,75.8,0.92,single
3330,29,86.7,0.047,field_out
3723,12,93.0,0.873,single
346,0,102.0,0.46,force_out
528,40,98.2,0.12,field_out
586,60,82.0,0.013,field_out
668,17,105.5,0.567,double
233,-12,103.3,0.333,force_out
249,-61,90.7,0.24,single
316,43,75.5,0.153,field_out
509,-3,104.6,0.433,single
523,25,99.3,0.593,home_run
828,11,42.0,0.2,field_out
971,16,100.5,0.54,field_out
1122,18,94.9,0.467,field_out
1008,35,97.2,0.22,field_out
1310,26,92.4,0.127,field_out
1421,55,84.9,0.007,field_out
1559,8,111.7,0.767,single
1682,25,97.9,0.413,home_run
1889,-76,57.4,0.233,field_out
1247,-2,89.1,0.293,field_out
2043,3,96.0,0.467,field_out
2550,-21,82.9,0.073,field_out
1701,-22,64.4,0.047,field_out
1815,-1,97.8,0.4,single
2173,24,102.0,0.833,double
2269,22,77.8,0.86,single
2878,7,84.0,0.413,grounded_into_double_play
3859,-2,99.0,0.38,single
2742,45,90.0,0.0,field_out
2941,-37,71.4,0.073,single
3133,24,99.0,0.547,home_run
3964,24,92.2,0.173,field_out
3167,-5,106.4,0.413,single
3412,12,85.6,0.8,field_out
3612,6,84.9,0.38,field_out
2800,-30,76.6,0.067,field_out
3126,12,99.7,0.92,single
3541,32,101.4,0.647,field_out
3957,8,89.3,0.513,field_out
3858,30,80.4,0.093,field_out
4225,20,75.8,0.98,single
3070,-10,99.8,0.28,single
2640,-8,105.0,0.347,field_out
2999,38,83.3,0.013,field_out
3491,6,83.5,0.32,field_out
